dataset	read_mode	repeat	rank	order	chunk_id	queue	start	end	bytes	records	stage2_seconds
ERR1203383	PE	2	2	8	52	4	1022361792	1042022460	19660668	86231	1.675838
ERR1203383	PE	2	2	9	59	5	1159987380	1179648048	19660668	86231	2.33207
ERR1203383	PE	2	2	10	60	0	1179648048	1199308944	19660896	86232	2.194691
ERR1203383	PE	2	2	11	67	1	1317273636	1336934532	19660896	86232	2.353592
ERR1203383	PE	2	2	12	74	2	1454899224	1474560120	19660896	86232	1.869706
ERR1203383	PE	2	2	13	81	3	1592524812	1612185708	19660896	86232	2.319488
ERR1203383	PE	2	2	14	88	4	1730150400	1749811296	19660896	86232	2.134248
ERR1203383	PE	2	2	15	95	5	1867776216	1887436884	19660668	86231	1.989932
ERR1203383	PE	2	2	16	96	0	1887436884	1907097780	19660896	86232	1.89977
ERR1203383	PE	2	2	17	109	1	2143027392	2162688060	19660668	86231	2.149052
ERR1203383	PE	2	2	30	186	0	3273523308	3278438460	4915152	21186	0.548134
ERR1203383	PE	2	2	31	193	1	3307929604	3312844988	4915384	21187	0.480857
ERR1203383	PE	2	2	32	200	2	3342336132	3347251284	4915152	21186	0.597521
ERR1203383	PE	2	2	33	207	3	3376742428	3381657812	4915384	21187	0.626601
ERR1203383	PE	2	2	34	214	4	3411148956	3416064108	4915152	21186	0.574844
ERR1203383	PE	2	2	35	221	5	3445555252	3450470404	4915152	21186	0.792351
ERR1203383	PE	2	2	36	216	0	3420979260	3425894412	4915152	21186	0.573892
ERR1203383	PE	2	2	37	223	1	3455385788	3460300940	4915152	21186	0.402576
ERR1203383	PE	2	2	38	230	2	3471360148	3472588820	1228672	5296	0.345171
ERR1203383	PE	2	2	39	237	3	3479961780	3481190452	1228672	5296	5.041897
ERR1203383	PE	2	2	40	251	5	3497164812	3498393716	1228904	5297	2.004576
ERR1203383	PE	2	2	19	110	2	2162688060	2182348956	19660896	86232	1.792031
ERR1203383	PE	2	2	20	117	3	2300313700	2319974540	19660840	84745	1.86013
ERR1203383	PE	2	2	21	124	4	2437939348	2457600188	19660840	84745	1.546341
