dataset	read_mode	repeat	rank	order	chunk_id	queue	start	end	bytes	records	stage2_seconds
ERR1203383	PE	2	0	11	71	5	1395916992	1415577660	19660668	86231	1.868597
ERR1203383	PE	2	0	12	72	0	1415577660	1435238556	19660896	86232	1.708658
ERR1203383	PE	2	0	13	79	1	1553203248	1572864144	19660896	86232	2.076925
ERR1203383	PE	2	0	14	86	2	1690828836	1710489732	19660896	86232	1.967001
ERR1203383	PE	2	0	15	93	3	1828454424	1848115320	19660896	86232	1.537954
ERR1203383	PE	2	0	16	100	4	1966080012	1985740908	19660896	86232	1.949291
ERR1203383	PE	2	0	17	107	5	2103705600	2123366496	19660896	86232	1.565715
ERR1203383	PE	2	0	18	108	0	2123366496	2143027392	19660896	86232	1.701374
ERR1203383	PE	2	0	19	115	1	2260992084	2280652860	19660776	85846	2.153353
ERR1203383	PE	2	0	20	122	2	2398617668	2418278508	19660840	84745	2.084632
ERR1203383	PE	2	0	21	129	3	2536243316	2555904156	19660840	84745	1.400783
ERR1203383	PE	2	0	22	136	4	2673868964	2693529804	19660840	84745	1.773772
ERR1203383	PE	2	0	23	143	5	2811494612	2831155220	19660608	84744	1.730733
ERR1203383	PE	2	0	24	144	0	2831155220	2850816060	19660840	84745	1.63276
ERR1203383	PE	2	0	25	151	1	2968780868	2988441708	19660840	84745	1.793094
ERR1203383	PE	2	0	26	158	2	3106406516	3126067356	19660840	84745	1.967541
ERR1203383	PE	2	0	27	177	3	3229286476	3234201628	4915152	21186	0.490871
ERR1203383	PE	2	0	28	178	4	3234201628	3239117012	4915384	21187	0.551511
ERR1203383	PE	2	0	29	185	5	3268608156	3273523308	4915152	21186	0.457614
ERR1203383	PE	2	0	30	186	0	3273523308	3278438460	4915152	21186	0.517677
ERR1203383	PE	2	0	31	193	1	3307929604	3312844988	4915384	21187	0.456739
ERR1203383	PE	2	0	32	200	2	3342336132	3347251284	4915152	21186	0.580796
ERR1203383	PE	2	0	33	207	3	3376742428	3381657812	4915384	21187	0.607484
ERR1203383	PE	2	0	34	214	4	3411148956	3416064108	4915152	21186	0.569525
ERR1203383	PE	2	0	35	221	5	3445555252	3450470404	4915152	21186	0.786562
ERR1203383	PE	2	0	36	216	0	3420979260	3425894412	4915152	21186	0.535974
ERR1203383	PE	2	0	37	223	1	3455385788	3460300940	4915152	21186	0.384573
ERR1203383	PE	2	0	38	230	2	3489792084	3494707236	4915152	21186	12.158666
ERR1203383	PE	2	1	0	1	1	19660976	39321628	19660652	87957	2.353395
ERR1203383	PE	2	1	1	8	2	157286524	176947228	19660704	87771	2.169855
ERR1203383	PE	2	1	2	15	3	294912060	314572956	19660896	86232	1.672717
ERR1203383	PE	2	1	3	22	4	432537648	452198544	19660896	86232	1.851527
ERR1203383	PE	2	1	4	29	5	570163236	589824132	19660896	86232	1.754026
ERR1203383	PE	2	1	5	30	0	589824132	609484800	19660668	86231	1.999835
ERR1203383	PE	2	1	6	37	1	727449720	747110616	19660896	86232	1.900602
ERR1203383	PE	2	1	7	44	2	865075308	884736204	19660896	86232	2.092366
ERR1203383	PE	2	1	8	51	3	1002700896	1022361792	19660896	86232	1.977337
ERR1203383	PE	2	1	9	58	4	1140326484	1159987380	19660896	86232	1.637817
ERR1203383	PE	2	1	10	65	5	1277952072	1297612968	19660896	86232	2.060853
ERR1203383	PE	2	1	11	66	0	1297612968	1317273636	19660668	86231	2.365212
